Player's List,Base Price,COST IN ₹ (CR.),Cost IN $ (000),2022 Squad,TYPE_BATSMAN,TYPE_BOWLER,TYPE_WICKETKEEPER,Team_Delhi Capitals,Team_Gujarat Titans,Team_Kolkata Knight Riders,Team_Lucknow Super Giants,Team_Mumbai Indians,Team_Punjab Super Kings,Team_Rajasthan Royals,Team_Royal Challengers Banglore,Team_Sunrisers Hyderabad,Team_Unsold
Corbin Bosch,2000000,0.0,0.0,RR,False,False,False,False,False,False,False,False,False,False,False,False,True
Priyam Garg,2000000,0.0,0.0,SRH,False,False,False,False,False,False,False,False,False,False,False,False,True
Saurabh Kumar,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Shashank Singh,2000000,0.0,0.0,SRH,False,False,False,False,False,False,False,False,False,False,False,False,True
Mohammed Azharuddeen,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Dinesh Bana,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Abhimanyu Easwaran,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Sumit Kumar,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Lance Morris,3000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Mujtaba Yousuf,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Chintal Gandhi,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Shreyas Gopal,2000000,0.0,0.0,SRH,False,True,False,False,False,False,False,False,False,False,False,False,True
S Midhun,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Izharulhuq Naveed,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Travis Head,20000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Dawid Malan,1500000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Sherfane Rutherford,1500000,0.0,0.0,RCB,True,False,False,False,False,False,False,False,False,False,False,False,True
Paul Stirling,5000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Rassie Van Der Dussen,20000000,0.0,0.0,RR,True,False,False,False,False,False,False,False,False,False,False,False,True
Daryl Mitchell,10000000,0.0,0.0,RR,False,False,False,False,False,False,False,False,False,False,False,False,True
Mohammad Nabi,10000000,0.0,0.0,KKR,False,False,False,False,False,False,False,False,False,False,False,False,True
Jimmy Neesham,20000000,0.0,0.0,RR,False,False,False,False,False,False,False,False,False,False,False,False,True
Wayne Parnell,7500000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Dasun Shanaka,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Taskin Ahmed,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Dushmanta Chameera,5000000,0.0,0.0,LSG,False,True,False,False,False,False,False,False,False,False,False,False,True
Riley Meredith,1500000,0.0,0.0,MI,False,True,False,False,False,False,False,False,False,False,False,False,True
Blessing Muzarabani,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Sandeep Sharma,5000000,0.0,0.0,PBKS,False,True,False,False,False,False,False,False,False,False,False,False,True
Johnson Charles,5000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Andre Fletcher,5000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Shai Hope,10000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Tom Latham,10000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Joshua Philippe,7500000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Lorcan Tucker,5000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Shahbaz Nadeem,5000000,0.0,0.0,LSG,False,True,False,False,False,False,False,False,False,False,False,False,True
Ish Sodhi,7500000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Sachin Baby,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Ashwin Hebbar,2000000,0.0,0.0,DC,True,False,False,False,False,False,False,False,False,False,False,False,True
Pukhraj Mann,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Akshat Raghuwanshi,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Himanshu Rana,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Shoun Roger,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Virat Singh,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Will Smeed,4000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Apoorv Wankhade,3000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Gerald Coetzee,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Evan Jones,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Abid Mushtaq,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Suryansh Shedge,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Jagadeesha Suchith,2000000,0.0,0.0,SRH,False,False,False,False,False,False,False,False,False,False,False,False,True
Ricky Bhui,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Baba Indrajith,2000000,0.0,0.0,KKR,False,False,True,False,False,False,False,False,False,False,False,False,True
Sheldon Jackson,2000000,0.0,0.0,KKR,False,False,True,False,False,False,False,False,False,False,False,False,True
Aryan Juyal,2000000,0.0,0.0,MI,False,False,True,False,False,False,False,False,False,False,False,False,True
Kirant Shinde,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Luvnith Sisodia,2000000,0.0,0.0,RCB,False,False,True,False,False,False,False,False,False,False,False,False,True
Vishnu Solanki,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Aniket Choudhary,3000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ravi Kumar,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Sushant Mishra,2000000,0.0,0.0,SRH,False,True,False,False,False,False,False,False,False,False,False,False,True
Arzan Nagwaswalla,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ishan Porel,2000000,0.0,0.0,PBKS,False,True,False,False,False,False,False,False,False,False,False,False,True
Akash Singh,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Basil Thampi,2000000,0.0,0.0,MI,False,True,False,False,False,False,False,False,False,False,False,False,True
Paul Van Meekeren,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Vyshak Vijay Kumar,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
S.Ajith Ram,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Satyajeet Bachhav,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Tejas Baroka,2000000,0.0,0.0,RR,False,True,False,False,False,False,False,False,False,False,False,False,True
Yuvraj Chudasama,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Peter Hatzoglou,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Karthik Meiyappan,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Shivam Sharma,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Reeza Hendricks,5000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Christiaan Jonker,5000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Brandon King,5000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Chris Lynn,20000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Karun Nair,5000000,0.0,0.0,RR,True,False,False,False,False,False,False,False,False,False,False,False,True
Pathum Nissaanka,5000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Jason Roy,1500000,0.0,0.0,GT,True,False,False,False,False,False,False,False,False,False,False,False,True
Gurkeerat Singh,5000000,0.0,0.0,GT,True,False,False,False,False,False,False,False,False,False,False,False,True
Harry Tector,5000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Najibullah Zadran,5000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Sean Abbott,1500000,0.0,0.0,SRH,False,False,False,False,False,False,False,False,False,False,False,False,True
Qais Ahmad,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Charith Asalanka,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Michael Bracewell,10000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Dominic Drakes,5000000,0.0,0.0,GT,False,False,False,False,False,False,False,False,False,False,False,False,True
George Garton,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Chamika Karunaratne,5000000,0.0,0.0,KKR,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamie Overton,20000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sandeep Warrier,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Ben Dwarshuis,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Richard Gleeson,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Lahiru Kumara,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Dilshan Madushanka,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Billy Stanlake,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Andrew Tye,10000000,0.0,0.0,LSG,False,True,False,False,False,False,False,False,False,False,False,False,True
Luke Wood,10000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Priyansh Arya,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Matthew Breetzke,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Shivam Chauhan,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Rahul Gahlaut,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Sudip Gharami,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
C. Hari Nishaanth,2000000,0.0,0.0,CSK,True,False,False,False,False,False,False,False,False,False,False,False,True
Amandeep Khare,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Bhanu Pania,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Ekant Sen,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Akash Singh,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Himanshu Bisht,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Mickil Jaiswal,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
G.Aniketh Reddy,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Atit Sheth,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
M. Siddharth,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Tanay Thyagarajann,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sumeet Verma,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sanjay Yadav,2000000,0.0,0.0,MI,False,False,False,False,False,False,False,False,False,False,False,False,True
Ajitesh Guruswamy,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Yash Kothari,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Suresh Kumar,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Kumar Kushagra,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Anmol Malhotra,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Robin Minz,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Agniv Pan,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Priyesh Patel,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Mitesh Patel,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Abishek Porel,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Bharat Sharma,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Vivek Singh,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Abhijeet Tomar,2000000,0.0,0.0,KKR,False,False,True,False,False,False,False,False,False,False,False,False,True
Basit Bashir,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Nandre Burger,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Rasikh Dar,2000000,0.0,0.0,KKR,False,True,False,False,False,False,False,False,False,False,False,False,True
Sakib Hussain,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Waseem Khanday,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ravi Kiran Majeti,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Lukman Hussain Meriwala,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Anuj Raj,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ankit Singh Rajpoot,2000000,0.0,0.0,LSG,False,True,False,False,False,False,False,False,False,False,False,False,True
Prince Yadav,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Prithviraj Yarra,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Mushtaq Beg,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Rocky Bhasker,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Sanjith Devaraj,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Allah Mohammad,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Lalit Mohan,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Bhuwan Rohilla,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Aman Sharma,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Manav Suthar,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Tom Curran,7500000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Moises Henriques,10000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Afif Hossain,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Scott Kuggeleijn,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sisanda Magala,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Craig Overton,20000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Darcy Short,7500000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Dhananjaya Silva,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Dunith Wellalage,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Varun Aaron,5000000,0.0,0.0,GT,False,True,False,False,False,False,False,False,False,False,False,False,True
Sheldon Cottrel,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Nathan Coulter-Nile,1500000,0.0,0.0,RR,False,True,False,False,False,False,False,False,False,False,False,False,True
Daryn Dupavillon,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Matt Henry,10000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Dhawal Kulkarni,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Tymal Mills,20000000,0.0,0.0,MI,False,True,False,False,False,False,False,False,False,False,False,False,True
David Payne,7500000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Barinder Sran,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Glenton Stuurman,5000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Anirudh Balachander,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Gourav Choudhary,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Saurav Chuahan,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Kumar Deobrat,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Chirag Gandhi,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Arman Jaffer,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Madhav Kaushik,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Priyank Panchal,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Ayush Pandey,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Rohan Patil,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Sanjay Ramaswamy,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Siddharth Yadav,2000000,0.0,0.0,Not in 2022 Squad,True,False,False,False,False,False,False,False,False,False,False,False,True
Rehan Ahmed,4000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Prayas Barman,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Rahul Buddhi,2000000,0.0,0.0,MI,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaisakh Chandran,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Writtick Chatterjee,2000000,0.0,0.0,PBKS,False,False,False,False,False,False,False,False,False,False,False,False,True
Prashant Chopra,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Harsh Dubey,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Tanush Kotian,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Ninad Rathva,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
B. Surya,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Jordan Thompson,4000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Shivank Vashisth,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Ankush Bains,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Christopher Benjamin,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Connor Esterhuizen,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Mohd Arslan Khan,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Mamidi Krishna,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Fazil Makaya,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Akshdeep Nath,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Deepak Punia,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Ateev Saini,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Bipin Saurabh,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
B.R. Sharath,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Yashovardhan Singh,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Lakshay Thareja,2000000,0.0,0.0,Not in 2022 Squad,False,False,True,False,False,False,False,False,False,False,False,False,True
Mohit Avasthi,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ottneil Baartman,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Gurnoor Singh Brar,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Shahrukh Dar,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Thomas Helm,4000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Pankaj Jaswal,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Venkatesh Muralidhara,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Geet Puri,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
E. Sanketh,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ajay Sarkar,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ashok Sharma,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Kanwar Singh,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Fabian Allen,5000000,0.0,0.0,MI,False,False,False,False,False,False,False,False,False,False,False,False,True
Carlos Brathwaite,7500000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Roston Chase,10000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Rahkeem Cornwall,10000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Karim Janat,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Keshav Maharaj,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Pawan Negi,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Keemo Paul,5000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Shivam Chaudhary,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Ashwin Das,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
James Fuller,4000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Chirag Jani,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Akshay Karnewar,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Bhagmender Lather,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Lone Muzaffar,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Pulkit Narang,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Rohit Rayudu,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Sameer Rizvi,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Tunish Sawkar,2000000,0.0,0.0,Not in 2022 Squad,False,False,False,False,False,False,False,False,False,False,False,False,True
Auqib Dar,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Mukhtar Hussain,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Ashwani Kumar,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
Hemant Kumar,2000000,0.0,0.0,Not in 2022 Squad,False,True,False,False,False,False,False,False,False,False,False,False,True
